date,meantempm,maxtempm,mintempm,meantempm_1,meantempm_2,meantempm_3,meandewptm_1,meandewptm_2,meandewptm_3,meanpressurem_1,meanpressurem_2,meanpressurem_3,maxhumidity_1,maxhumidity_2,maxhumidity_3,minhumidity_1,minhumidity_2,minhumidity_3,maxtempm_1,maxtempm_2,maxtempm_3,mintempm_1,mintempm_2,mintempm_3,maxdewptm_1,maxdewptm_2,maxdewptm_3,mindewptm_1,mindewptm_2,mindewptm_3,maxpressurem_1,maxpressurem_2,maxpressurem_3,minpressurem_1,minpressurem_2,minpressurem_3,precipm_1,precipm_2,precipm_3
2017-02-16,12,22,2,5.0,4.0,3.0,-3.0,-3.0,-6.0,1017.0,1020.0,1025.0,85.0,88.0,81.0,35.0,32.0,24.0,13.0,12.0,12.0,-4.0,-5.0,-7.0,-2.0,-2.0,-2.0,-5.0,-7.0,-9.0,1022.0,1022.0,1031.0,1011.0,1018.0,1020.0,0.0,0.0,0.0
2017-02-17,12,23,1,12.0,5.0,4.0,-2.0,-3.0,-3.0,1006.0,1017.0,1020.0,64.0,85.0,88.0,20.0,35.0,32.0,22.0,13.0,12.0,2.0,-4.0,-5.0,0.0,-2.0,-2.0,-4.0,-5.0,-7.0,1010.0,1022.0,1022.0,1003.0,1011.0,1018.0,0.0,0.0,0.0
2017-02-18,9,20,-3,12.0,12.0,5.0,0.0,-2.0,-3.0,1004.0,1006.0,1017.0,76.0,64.0,85.0,20.0,20.0,35.0,23.0,22.0,13.0,1.0,2.0,-4.0,2.0,0.0,-2.0,-2.0,-4.0,-5.0,1007.0,1010.0,1022.0,1001.0,1003.0,1011.0,0.0,0.0,0.0
2017-02-19,12,23,2,9.0,12.0,12.0,-1.0,0.0,-2.0,1009.0,1004.0,1006.0,92.0,76.0,64.0,24.0,20.0,20.0,20.0,23.0,22.0,-3.0,1.0,2.0,2.0,2.0,0.0,-3.0,-2.0,-4.0,1012.0,1007.0,1010.0,1008.0,1001.0,1003.0,0.0,0.0,0.0
2017-02-20,11,19,1,12.0,9.0,12.0,7.0,-1.0,0.0,1010.0,1009.0,1004.0,93.0,92.0,76.0,41.0,24.0,20.0,23.0,20.0,23.0,2.0,-3.0,1.0,12.0,2.0,2.0,-1.0,-3.0,-2.0,1012.0,1012.0,1007.0,1008.0,1008.0,1001.0,0.0,0.0,0.0
2017-02-21,11,24,-3,11.0,12.0,9.0,11.0,7.0,-1.0,1008.0,1010.0,1009.0,100.0,93.0,92.0,52.0,41.0,24.0,19.0,23.0,20.0,1.0,2.0,-3.0,14.0,12.0,2.0,2.0,-1.0,-3.0,1015.0,1012.0,1012.0,1006.0,1008.0,1008.0,0.25,0.0,0.0
2017-02-22,13,24,2,11.0,11.0,12.0,-1.0,11.0,7.0,1013.0,1008.0,1010.0,92.0,100.0,93.0,18.0,52.0,41.0,24.0,19.0,23.0,-3.0,1.0,2.0,4.0,14.0,12.0,-4.0,2.0,-1.0,1017.0,1015.0,1012.0,1008.0,1006.0,1008.0,0.0,0.25,0.0
2017-02-23,4,8,1,13.0,11.0,11.0,1.0,-1.0,11.0,1006.0,1013.0,1008.0,79.0,92.0,100.0,17.0,18.0,52.0,24.0,24.0,19.0,2.0,-3.0,1.0,3.0,4.0,14.0,-3.0,-4.0,2.0,1009.0,1017.0,1015.0,1003.0,1008.0,1006.0,0.0,0.0,0.25
2017-02-24,-2,1,-4,4.0,13.0,11.0,1.0,1.0,-1.0,1005.0,1006.0,1013.0,100.0,79.0,92.0,70.0,17.0,18.0,8.0,24.0,24.0,1.0,2.0,-3.0,3.0,3.0,4.0,-1.0,-3.0,-4.0,1009.0,1009.0,1017.0,1001.0,1003.0,1008.0,11.18,0.0,0.0
2017-02-25,-4,2,-12,-2.0,4.0,13.0,-4.0,1.0,1.0,1011.0,1005.0,1006.0,92.0,100.0,79.0,68.0,70.0,17.0,1.0,8.0,24.0,-4.0,1.0,2.0,0.0,3.0,3.0,-8.0,-1.0,-3.0,1021.0,1009.0,1009.0,1003.0,1001.0,1003.0,2.29,11.18,0.0
2017-02-26,2,8,-6,-4.0,-2.0,4.0,-8.0,-4.0,1.0,1019.0,1011.0,1005.0,80.0,92.0,100.0,51.0,68.0,70.0,2.0,1.0,8.0,-12.0,-4.0,1.0,-2.0,0.0,3.0,-12.0,-8.0,-1.0,1024.0,1021.0,1009.0,1014.0,1003.0,1001.0,0.0,2.29,11.18
2017-02-27,3,14,-9,2.0,-4.0,-2.0,-6.0,-8.0,-4.0,1015.0,1019.0,1011.0,85.0,80.0,92.0,40.0,51.0,68.0,8.0,2.0,1.0,-6.0,-12.0,-4.0,-3.0,-2.0,0.0,-7.0,-12.0,-8.0,1017.0,1024.0,1021.0,1013.0,1014.0,1003.0,0.0,0.0,2.29
2017-02-28,6,9,2,3.0,2.0,-4.0,-3.0,-6.0,-8.0,1012.0,1015.0,1019.0,92.0,85.0,80.0,30.0,40.0,51.0,14.0,8.0,2.0,-9.0,-6.0,-12.0,2.0,-3.0,-2.0,-11.0,-7.0,-12.0,1017.0,1017.0,1024.0,1004.0,1013.0,1014.0,0.0,0.0,0.0
2017-03-01,2,8,-5,6.0,3.0,2.0,2.0,-3.0,-6.0,1005.0,1012.0,1015.0,100.0,92.0,85.0,65.0,30.0,40.0,9.0,14.0,8.0,2.0,-9.0,-6.0,7.0,2.0,-3.0,-1.0,-11.0,-7.0,1010.0,1017.0,1017.0,1001.0,1004.0,1013.0,0.0,0.0,0.0
2017-03-02,1,9,-8,2.0,6.0,3.0,-4.0,2.0,-3.0,1019.0,1005.0,1012.0,89.0,100.0,92.0,34.0,65.0,30.0,8.0,9.0,14.0,-5.0,2.0,-9.0,-1.0,7.0,2.0,-8.0,-1.0,-11.0,1026.0,1010.0,1017.0,1010.0,1001.0,1004.0,0.0,0.0,0.0
2017-03-03,3,14,-8,1.0,2.0,6.0,-7.0,-4.0,2.0,1031.0,1019.0,1005.0,84.0,89.0,100.0,28.0,34.0,65.0,9.0,8.0,9.0,-8.0,-5.0,2.0,-2.0,-1.0,7.0,-10.0,-8.0,-1.0,1035.0,1026.0,1010.0,1026.0,1010.0,1001.0,0.0,0.0,0.0
2017-03-04,9,23,-6,3.0,1.0,2.0,-6.0,-7.0,-4.0,1028.0,1031.0,1019.0,91.0,84.0,89.0,26.0,28.0,34.0,14.0,9.0,8.0,-8.0,-8.0,-5.0,-4.0,-2.0,-1.0,-9.0,-10.0,-8.0,1035.0,1035.0,1026.0,1022.0,1026.0,1010.0,0.0,0.0,0.0
2017-03-05,17,22,11,9.0,3.0,1.0,-2.0,-6.0,-7.0,1017.0,1028.0,1031.0,92.0,91.0,84.0,17.0,26.0,28.0,23.0,14.0,9.0,-6.0,-8.0,-8.0,7.0,-4.0,-2.0,-7.0,-9.0,-10.0,1021.0,1035.0,1035.0,1013.0,1022.0,1026.0,0.0,0.0,0.0
2017-03-06,16,26,4,17.0,9.0,3.0,9.0,-2.0,-6.0,1008.0,1017.0,1028.0,83.0,92.0,91.0,47.0,17.0,26.0,22.0,23.0,14.0,11.0,-6.0,-8.0,11.0,7.0,-4.0,7.0,-7.0,-9.0,1012.0,1021.0,1035.0,1003.0,1013.0,1022.0,0.0,0.0,0.0
2017-03-07,8,14,1,16.0,17.0,9.0,5.0,9.0,-2.0,997.0,1008.0,1017.0,78.0,83.0,92.0,20.0,47.0,17.0,26.0,22.0,23.0,4.0,11.0,-6.0,12.0,11.0,7.0,-7.0,7.0,-7.0,1009.0,1012.0,1021.0,989.0,1003.0,1013.0,0.25,0.0,0.0
2017-03-08,7,16,-2,8.0,16.0,17.0,-9.0,5.0,9.0,1016.0,997.0,1008.0,61.0,78.0,83.0,12.0,20.0,47.0,14.0,26.0,22.0,1.0,4.0,11.0,-4.0,12.0,11.0,-16.0,-7.0,7.0,1021.0,1009.0,1012.0,1010.0,989.0,1003.0,0.0,0.25,0.0
2017-03-09,4,12,-3,7.0,8.0,16.0,-9.0,-9.0,5.0,1022.0,1016.0,997.0,53.0,61.0,78.0,19.0,12.0,20.0,16.0,14.0,26.0,-2.0,1.0,4.0,-6.0,-4.0,12.0,-11.0,-16.0,-7.0,1025.0,1021.0,1009.0,1018.0,1010.0,989.0,0.0,0.0,0.25
2017-03-10,-5,-2,-9,4.0,7.0,8.0,-6.0,-9.0,-9.0,1023.0,1022.0,1016.0,75.0,53.0,61.0,26.0,19.0,12.0,12.0,16.0,14.0,-3.0,-2.0,1.0,-3.0,-6.0,-4.0,-8.0,-11.0,-16.0,1034.0,1025.0,1021.0,1017.0,1018.0,1010.0,0.0,0.0,0.0
2017-03-11,-2,1,-4,-5.0,4.0,7.0,-14.0,-6.0,-9.0,1035.0,1023.0,1022.0,77.0,75.0,53.0,31.0,26.0,19.0,-2.0,12.0,16.0,-9.0,-3.0,-2.0,-8.0,-3.0,-6.0,-18.0,-8.0,-11.0,1039.0,1034.0,1025.0,1032.0,1017.0,1018.0,0.0,0.0,0.0
2017-03-12,2,6,-3,-2.0,-5.0,4.0,-11.0,-14.0,-6.0,1034.0,1035.0,1023.0,63.0,77.0,75.0,40.0,31.0,26.0,1.0,-2.0,12.0,-4.0,-9.0,-3.0,-8.0,-8.0,-3.0,-16.0,-18.0,-8.0,1035.0,1039.0,1034.0,1032.0,1032.0,1017.0,0.0,0.0,0.0
2017-03-13,-3,1,-6,2.0,-2.0,-5.0,-4.0,-11.0,-14.0,1022.0,1034.0,1035.0,75.0,63.0,77.0,54.0,40.0,31.0,6.0,1.0,-2.0,-3.0,-4.0,-9.0,1.0,-8.0,-8.0,-9.0,-16.0,-18.0,1033.0,1035.0,1039.0,1016.0,1032.0,1032.0,0.0,0.0,0.0
2017-03-14,-4,-1,-8,-3.0,2.0,-2.0,-9.0,-4.0,-11.0,1026.0,1022.0,1034.0,81.0,75.0,63.0,47.0,54.0,40.0,1.0,6.0,1.0,-6.0,-3.0,-4.0,-7.0,1.0,-8.0,-11.0,-9.0,-16.0,1031.0,1033.0,1035.0,1018.0,1016.0,1032.0,0.0,0.0,0.0
2017-03-15,1,8,-7,-4.0,-3.0,2.0,-8.0,-9.0,-4.0,1030.0,1026.0,1022.0,91.0,81.0,75.0,58.0,47.0,54.0,-1.0,1.0,6.0,-8.0,-6.0,-3.0,-7.0,-7.0,1.0,-11.0,-11.0,-9.0,1033.0,1031.0,1033.0,1027.0,1018.0,1016.0,1.27,0.0,0.0
2017-03-16,10,21,-1,1.0,-4.0,-3.0,-7.0,-8.0,-9.0,1029.0,1030.0,1026.0,84.0,91.0,81.0,41.0,58.0,47.0,8.0,-1.0,1.0,-7.0,-8.0,-6.0,-4.0,-7.0,-7.0,-9.0,-11.0,-11.0,1033.0,1033.0,1031.0,1023.0,1027.0,1018.0,0.0,1.27,0.0
2017-03-17,12,21,2,10.0,1.0,-4.0,0.0,-7.0,-8.0,1015.0,1029.0,1030.0,77.0,84.0,91.0,37.0,41.0,58.0,21.0,8.0,-1.0,-1.0,-7.0,-8.0,8.0,-4.0,-7.0,-7.0,-9.0,-11.0,1023.0,1033.0,1033.0,1008.0,1023.0,1027.0,0.0,0.0,1.27
2017-03-18,7,17,-2,12.0,10.0,1.0,1.0,0.0,-7.0,1020.0,1015.0,1029.0,92.0,77.0,84.0,17.0,37.0,41.0,21.0,21.0,8.0,2.0,-1.0,-7.0,6.0,8.0,-4.0,-6.0,-7.0,-9.0,1028.0,1023.0,1033.0,1010.0,1008.0,1023.0,0.0,0.0,0.0
2017-03-19,19,31,7,7.0,12.0,10.0,-6.0,1.0,0.0,1027.0,1020.0,1015.0,78.0,92.0,77.0,16.0,17.0,37.0,17.0,21.0,21.0,-2.0,2.0,-1.0,-2.0,6.0,8.0,-10.0,-6.0,-7.0,1030.0,1028.0,1023.0,1023.0,1010.0,1008.0,0.0,0.0,0.0
2017-03-20,14,21,7,19.0,7.0,12.0,3.0,-6.0,1.0,1014.0,1027.0,1020.0,77.0,78.0,92.0,29.0,16.0,17.0,31.0,17.0,21.0,7.0,-2.0,2.0,12.0,-2.0,6.0,-8.0,-10.0,-6.0,1022.0,1030.0,1028.0,1008.0,1023.0,1010.0,0.0,0.0,0.0
2017-03-21,6,10,1,14.0,19.0,7.0,4.0,3.0,-6.0,1016.0,1014.0,1027.0,89.0,77.0,78.0,26.0,29.0,16.0,21.0,31.0,17.0,7.0,7.0,-2.0,9.0,12.0,-2.0,-2.0,-8.0,-10.0,1023.0,1022.0,1030.0,1010.0,1008.0,1023.0,0.0,0.0,0.0
2017-03-22,7,12,1,6.0,14.0,19.0,-1.0,4.0,3.0,1027.0,1016.0,1014.0,85.0,89.0,77.0,40.0,26.0,29.0,10.0,21.0,31.0,1.0,7.0,7.0,2.0,9.0,12.0,-6.0,-2.0,-8.0,1031.0,1023.0,1022.0,1022.0,1010.0,1008.0,0.25,0.0,0.0
2017-03-23,17,25,9,7.0,6.0,14.0,-6.0,-1.0,4.0,1027.0,1027.0,1016.0,70.0,85.0,89.0,26.0,40.0,26.0,12.0,10.0,21.0,1.0,1.0,7.0,-3.0,2.0,9.0,-8.0,-6.0,-2.0,1031.0,1031.0,1023.0,1021.0,1022.0,1010.0,0.0,0.25,0.0
2017-03-24,13,21,6,17.0,7.0,6.0,6.0,-6.0,-1.0,1010.0,1027.0,1027.0,71.0,70.0,85.0,42.0,26.0,40.0,25.0,12.0,10.0,9.0,1.0,1.0,12.0,-3.0,2.0,-3.0,-8.0,-6.0,1020.0,1031.0,1031.0,1001.0,1021.0,1022.0,0.0,0.0,0.25
2017-03-25,6,6,4,13.0,17.0,7.0,8.0,6.0,-6.0,1011.0,1010.0,1027.0,93.0,71.0,70.0,51.0,42.0,26.0,21.0,25.0,12.0,6.0,9.0,1.0,13.0,12.0,-3.0,4.0,-3.0,-8.0,1017.0,1020.0,1031.0,1005.0,1001.0,1021.0,3.81,0.0,0.0
2017-03-26,7,9,4,6.0,13.0,17.0,4.0,8.0,6.0,1015.0,1011.0,1010.0,100.0,93.0,71.0,86.0,51.0,42.0,6.0,21.0,25.0,4.0,6.0,9.0,4.0,13.0,12.0,3.0,4.0,-3.0,1017.0,1017.0,1020.0,1014.0,1005.0,1001.0,7.37,3.81,0.0
2017-03-27,8,14,1,7.0,6.0,13.0,4.0,4.0,8.0,1013.0,1015.0,1011.0,100.0,100.0,93.0,77.0,86.0,51.0,9.0,6.0,21.0,4.0,4.0,6.0,6.0,4.0,13.0,4.0,3.0,4.0,1016.0,1017.0,1017.0,1012.0,1014.0,1005.0,0.0,7.37,3.81
2017-03-28,5,11,-2,8.0,7.0,6.0,5.0,4.0,4.0,1015.0,1013.0,1015.0,92.0,100.0,100.0,55.0,77.0,86.0,14.0,9.0,6.0,1.0,4.0,4.0,6.0,6.0,4.0,1.0,4.0,3.0,1017.0,1016.0,1017.0,1013.0,1012.0,1014.0,0.0,0.0,7.37
2017-03-29,7,8,6,5.0,8.0,7.0,3.0,5.0,4.0,1019.0,1015.0,1013.0,100.0,92.0,100.0,66.0,55.0,77.0,11.0,14.0,9.0,-2.0,1.0,4.0,7.0,6.0,6.0,-2.0,1.0,4.0,1021.0,1017.0,1016.0,1017.0,1013.0,1012.0,1.27,0.0,0.0
2017-03-30,6,7,4,7.0,5.0,8.0,6.0,3.0,5.0,1013.0,1019.0,1015.0,100.0,100.0,92.0,89.0,66.0,55.0,8.0,11.0,14.0,6.0,-2.0,1.0,7.0,7.0,6.0,4.0,-2.0,1.0,1019.0,1021.0,1017.0,1008.0,1017.0,1013.0,25.65,1.27,0.0
2017-03-31,9,13,5,6.0,7.0,5.0,4.0,6.0,3.0,1008.0,1013.0,1019.0,100.0,100.0,100.0,83.0,89.0,66.0,7.0,8.0,11.0,4.0,6.0,-2.0,5.0,7.0,7.0,4.0,4.0,-2.0,1012.0,1019.0,1021.0,1006.0,1008.0,1017.0,1.27,25.65,1.27
2017-04-01,6,9,3,9.0,6.0,7.0,4.0,4.0,6.0,1015.0,1008.0,1013.0,93.0,100.0,100.0,59.0,83.0,89.0,13.0,7.0,8.0,5.0,4.0,6.0,5.0,5.0,7.0,3.0,4.0,4.0,1021.0,1012.0,1019.0,1011.0,1006.0,1008.0,0.0,1.27,25.65
2017-04-02,9,12,6,6.0,9.0,6.0,4.0,4.0,4.0,1023.0,1015.0,1008.0,92.0,93.0,100.0,76.0,59.0,83.0,9.0,13.0,7.0,3.0,5.0,4.0,6.0,5.0,5.0,3.0,3.0,4.0,1025.0,1021.0,1012.0,1020.0,1011.0,1006.0,1.78,0.0,1.27
2017-04-03,14,19,8,9.0,6.0,9.0,7.0,4.0,4.0,1014.0,1023.0,1015.0,100.0,92.0,93.0,77.0,76.0,59.0,12.0,9.0,13.0,6.0,3.0,5.0,9.0,6.0,5.0,5.0,3.0,3.0,1021.0,1025.0,1021.0,1007.0,1020.0,1011.0,0.76,1.78,0.0
2017-04-04,12,16,7,14.0,9.0,6.0,8.0,7.0,4.0,1003.0,1014.0,1023.0,100.0,100.0,92.0,48.0,77.0,76.0,19.0,12.0,9.0,8.0,6.0,3.0,10.0,9.0,6.0,6.0,5.0,3.0,1007.0,1021.0,1025.0,1000.0,1007.0,1020.0,0.0,0.76,1.78
2017-04-05,11,17,3,12.0,14.0,9.0,5.0,8.0,7.0,1010.0,1003.0,1014.0,86.0,100.0,100.0,47.0,48.0,77.0,16.0,19.0,12.0,7.0,8.0,6.0,7.0,10.0,9.0,3.0,6.0,5.0,1013.0,1007.0,1021.0,1007.0,1000.0,1007.0,0.0,0.0,0.76
2017-04-06,8,16,-1,11.0,12.0,14.0,2.0,5.0,8.0,1014.0,1010.0,1003.0,79.0,86.0,100.0,27.0,47.0,48.0,17.0,16.0,19.0,3.0,7.0,8.0,4.0,7.0,10.0,-3.0,3.0,6.0,1020.0,1013.0,1007.0,1011.0,1007.0,1000.0,1.02,0.0,0.0
2017-04-07,8,20,-4,8.0,11.0,12.0,-1.0,2.0,5.0,1023.0,1014.0,1010.0,92.0,79.0,86.0,25.0,27.0,47.0,16.0,17.0,16.0,-1.0,3.0,7.0,3.0,4.0,7.0,-4.0,-3.0,3.0,1026.0,1020.0,1013.0,1020.0,1011.0,1007.0,0.0,1.02,0.0
2017-04-08,17,26,7,8.0,8.0,11.0,0.0,-1.0,2.0,1019.0,1023.0,1014.0,92.0,92.0,79.0,29.0,25.0,27.0,20.0,16.0,17.0,-4.0,-1.0,3.0,4.0,3.0,4.0,-5.0,-4.0,-3.0,1025.0,1026.0,1020.0,1009.0,1020.0,1011.0,0.0,0.0,1.02
2017-04-09,19,27,11,17.0,8.0,8.0,8.0,0.0,-1.0,1004.0,1019.0,1023.0,80.0,92.0,92.0,39.0,29.0,25.0,26.0,20.0,16.0,7.0,-4.0,-1.0,13.0,4.0,3.0,4.0,-5.0,-4.0,1009.0,1025.0,1026.0,1000.0,1009.0,1020.0,0.0,0.0,0.0
2017-04-10,8,13,2,19.0,17.0,8.0,11.0,8.0,0.0,1000.0,1004.0,1019.0,93.0,80.0,92.0,35.0,39.0,29.0,27.0,26.0,20.0,11.0,7.0,-4.0,14.0,13.0,4.0,7.0,4.0,-5.0,1007.0,1009.0,1025.0,997.0,1000.0,1009.0,0.0,0.0,0.0
2017-04-11,8,19,-3,8.0,19.0,17.0,3.0,11.0,8.0,1016.0,1000.0,1004.0,86.0,93.0,80.0,51.0,35.0,39.0,13.0,27.0,26.0,2.0,11.0,7.0,8.0,14.0,13.0,-1.0,7.0,4.0,1025.0,1007.0,1009.0,1006.0,997.0,1000.0,0.0,0.0,0.0
2017-04-12,14,22,7,8.0,8.0,19.0,-1.0,3.0,11.0,1025.0,1016.0,1000.0,92.0,86.0,93.0,26.0,51.0,35.0,19.0,13.0,27.0,-3.0,2.0,11.0,3.0,8.0,14.0,-4.0,-1.0,7.0,1029.0,1025.0,1007.0,1022.0,1006.0,997.0,0.0,0.0,0.0
2017-04-13,16,25,7,14.0,8.0,8.0,8.0,-1.0,3.0,1021.0,1025.0,1016.0,86.0,92.0,86.0,57.0,26.0,51.0,22.0,19.0,13.0,7.0,-3.0,2.0,13.0,3.0,8.0,3.0,-4.0,-1.0,1023.0,1029.0,1025.0,1016.0,1022.0,1006.0,0.76,0.0,0.0
2017-04-14,19,24,14,16.0,14.0,8.0,11.0,8.0,-1.0,1019.0,1021.0,1025.0,93.0,86.0,92.0,50.0,57.0,26.0,25.0,22.0,19.0,7.0,7.0,-3.0,15.0,13.0,3.0,7.0,3.0,-4.0,1021.0,1023.0,1029.0,1016.0,1016.0,1022.0,0.0,0.76,0.0
2017-04-15,21,27,15,19.0,16.0,14.0,16.0,11.0,8.0,1012.0,1019.0,1021.0,93.0,93.0,86.0,61.0,50.0,57.0,24.0,25.0,22.0,14.0,7.0,7.0,18.0,15.0,13.0,13.0,7.0,3.0,1016.0,1021.0,1023.0,1006.0,1016.0,1016.0,9.91,0.0,0.76
2017-04-16,14,22,7,21.0,19.0,16.0,14.0,16.0,11.0,1009.0,1012.0,1019.0,93.0,93.0,93.0,45.0,61.0,50.0,27.0,24.0,25.0,15.0,14.0,7.0,16.0,18.0,15.0,12.0,13.0,7.0,1013.0,1016.0,1021.0,1006.0,1006.0,1016.0,0.51,9.91,0.0
2017-04-17,14,24,5,14.0,21.0,19.0,6.0,14.0,16.0,1019.0,1009.0,1012.0,86.0,93.0,93.0,25.0,45.0,61.0,22.0,27.0,24.0,7.0,15.0,14.0,11.0,16.0,18.0,0.0,12.0,13.0,1021.0,1013.0,1016.0,1014.0,1006.0,1006.0,0.0,0.51,9.91
2017-04-18,19,23,14,14.0,14.0,21.0,7.0,6.0,14.0,1019.0,1019.0,1009.0,92.0,86.0,93.0,38.0,25.0,45.0,24.0,22.0,27.0,5.0,7.0,15.0,10.0,11.0,16.0,3.0,0.0,12.0,1022.0,1021.0,1013.0,1015.0,1014.0,1006.0,0.0,0.0,0.51
2017-04-19,19,28,10,19.0,14.0,14.0,14.0,7.0,6.0,1014.0,1019.0,1019.0,90.0,92.0,86.0,61.0,38.0,25.0,23.0,24.0,22.0,14.0,5.0,7.0,16.0,10.0,11.0,11.0,3.0,0.0,1015.0,1022.0,1021.0,1012.0,1015.0,1014.0,2.29,0.0,0.0
2017-04-20,13,19,7,19.0,19.0,14.0,13.0,14.0,7.0,1011.0,1014.0,1019.0,97.0,90.0,92.0,47.0,61.0,38.0,28.0,23.0,24.0,10.0,14.0,5.0,19.0,16.0,10.0,8.0,11.0,3.0,1016.0,1015.0,1022.0,1004.0,1012.0,1015.0,23.88,2.29,0.0
2017-04-21,10,14,6,13.0,19.0,19.0,7.0,13.0,14.0,1019.0,1011.0,1014.0,93.0,97.0,90.0,42.0,47.0,61.0,19.0,28.0,23.0,7.0,10.0,14.0,8.0,19.0,16.0,4.0,8.0,11.0,1022.0,1016.0,1015.0,1015.0,1004.0,1012.0,0.25,23.88,2.29
2017-04-22,12,19,4,10.0,13.0,19.0,4.0,7.0,13.0,1021.0,1019.0,1011.0,89.0,93.0,97.0,47.0,42.0,47.0,14.0,19.0,28.0,6.0,7.0,10.0,6.0,8.0,19.0,2.0,4.0,8.0,1023.0,1022.0,1016.0,1019.0,1015.0,1004.0,0.0,0.25,23.88
2017-04-23,12,23,0,12.0,10.0,13.0,2.0,4.0,7.0,1024.0,1021.0,1019.0,86.0,89.0,93.0,28.0,47.0,42.0,19.0,14.0,19.0,4.0,6.0,7.0,4.0,6.0,8.0,0.0,2.0,4.0,1025.0,1023.0,1022.0,1023.0,1019.0,1015.0,0.0,0.0,0.25
2017-04-24,16,24,8,12.0,12.0,10.0,0.0,2.0,4.0,1019.0,1024.0,1021.0,89.0,86.0,89.0,20.0,28.0,47.0,23.0,19.0,14.0,0.0,4.0,6.0,3.0,4.0,6.0,-2.0,0.0,2.0,1024.0,1025.0,1023.0,1012.0,1023.0,1019.0,0.0,0.0,0.0
2017-04-25,9,13,4,16.0,12.0,12.0,5.0,0.0,2.0,1003.0,1019.0,1024.0,67.0,89.0,86.0,27.0,20.0,28.0,24.0,23.0,19.0,8.0,0.0,4.0,9.0,3.0,4.0,2.0,-2.0,0.0,1011.0,1024.0,1025.0,998.0,1012.0,1023.0,0.0,0.0,0.0
2017-04-26,6,8,3,9.0,16.0,12.0,5.0,5.0,0.0,1001.0,1003.0,1019.0,89.0,67.0,89.0,66.0,27.0,20.0,13.0,24.0,23.0,4.0,8.0,0.0,7.0,9.0,3.0,2.0,2.0,-2.0,1005.0,1011.0,1024.0,997.0,998.0,1012.0,0.51,0.0,0.0
2017-04-27,8,15,0,6.0,9.0,16.0,0.0,5.0,5.0,1006.0,1001.0,1003.0,85.0,89.0,67.0,57.0,66.0,27.0,8.0,13.0,24.0,3.0,4.0,8.0,2.0,7.0,9.0,-2.0,2.0,2.0,1008.0,1005.0,1011.0,1003.0,997.0,998.0,0.0,0.51,0.0
2017-04-28,8,11,4,8.0,6.0,9.0,1.0,0.0,5.0,1007.0,1006.0,1001.0,82.0,85.0,89.0,39.0,57.0,66.0,15.0,8.0,13.0,0.0,3.0,4.0,6.0,2.0,7.0,-2.0,-2.0,2.0,1008.0,1008.0,1005.0,1006.0,1003.0,997.0,0.0,0.0,0.51
2017-04-29,6,8,4,8.0,8.0,6.0,4.0,1.0,0.0,1011.0,1007.0,1006.0,100.0,82.0,85.0,74.0,39.0,57.0,11.0,15.0,8.0,4.0,0.0,3.0,7.0,6.0,2.0,3.0,-2.0,-2.0,1019.0,1008.0,1008.0,1007.0,1006.0,1003.0,11.94,0.0,0.0
2017-04-30,5,6,3,6.0,8.0,8.0,4.0,4.0,1.0,1017.0,1011.0,1007.0,100.0,100.0,82.0,71.0,74.0,39.0,8.0,11.0,15.0,4.0,4.0,0.0,5.0,7.0,6.0,2.0,3.0,-2.0,1020.0,1019.0,1008.0,1015.0,1007.0,1006.0,6.35,11.94,0.0
2017-05-01,9,17,2,5.0,6.0,8.0,3.0,4.0,4.0,1005.0,1017.0,1011.0,93.0,100.0,100.0,89.0,71.0,74.0,6.0,8.0,11.0,3.0,4.0,4.0,4.0,5.0,7.0,3.0,2.0,3.0,1014.0,1020.0,1019.0,999.0,1015.0,1007.0,30.23,6.35,11.94
2017-05-02,14,20,7,9.0,5.0,6.0,2.0,3.0,4.0,1003.0,1005.0,1017.0,92.0,93.0,100.0,32.0,89.0,71.0,17.0,6.0,8.0,2.0,3.0,4.0,6.0,4.0,5.0,-1.0,3.0,2.0,1009.0,1014.0,1020.0,998.0,999.0,1015.0,0.76,30.23,6.35
2017-05-03,13,19,7,14.0,9.0,5.0,4.0,2.0,3.0,1014.0,1003.0,1005.0,71.0,92.0,93.0,37.0,32.0,89.0,20.0,17.0,6.0,7.0,2.0,3.0,7.0,6.0,4.0,3.0,-1.0,3.0,1017.0,1009.0,1014.0,1010.0,998.0,999.0,0.0,0.76,30.23
2017-05-04,13,22,4,13.0,14.0,9.0,8.0,4.0,2.0,1017.0,1014.0,1003.0,93.0,71.0,92.0,52.0,37.0,32.0,19.0,20.0,17.0,7.0,7.0,2.0,11.0,7.0,6.0,6.0,3.0,-1.0,1021.0,1017.0,1009.0,1016.0,1010.0,998.0,4.32,0.0,0.76
2017-05-05,16,26,4,13.0,13.0,14.0,5.0,8.0,4.0,1019.0,1017.0,1014.0,96.0,93.0,71.0,29.0,52.0,37.0,22.0,19.0,20.0,4.0,7.0,7.0,8.0,11.0,7.0,3.0,6.0,3.0,1021.0,1021.0,1017.0,1017.0,1016.0,1010.0,0.0,4.32,0.0
2017-05-06,20,28,12,16.0,13.0,13.0,4.0,5.0,8.0,1015.0,1019.0,1017.0,89.0,96.0,93.0,21.0,29.0,52.0,26.0,22.0,19.0,4.0,4.0,7.0,7.0,8.0,11.0,2.0,3.0,6.0,1018.0,1021.0,1021.0,1012.0,1017.0,1016.0,0.0,0.0,4.32
